model,degradation,level,variant,n,accuracy,balanced_acc,f1_macro,kappa_qw,acc_ci_lo,acc_ci_hi,kappa_ci_lo,kappa_ci_hi,recall_c0,recall_c1,recall_c2,recall_c3,recall_c4
efficientnet_b3,noise,mid,ddpm_path,440,0.05227272727272727,0.2,0.019913419913419914,0.0019807041083637067,0.031818181818181815,0.075,0.0,0.007087572539893693,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,high,raw,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,high,clahe,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,high,genai,440,0.05454545454545454,0.20444444444444443,0.028609072087332953,0.0002236278832022931,0.03630681818181818,0.075,0.0,0.0008834261140716219,0.0,0.022222222222222223,0.0,1.0,0.0
efficientnet_b3,noise,high,cold_diff,440,0.05454545454545454,0.20444444444444443,0.028609072087332953,0.0002236278832022931,0.03409090909090909,0.07727272727272727,0.0,0.0010360685799347456,0.0,0.022222222222222223,0.0,1.0,0.0
efficientnet_b3,noise,high,swinir_gan,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,high,ddpm,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,high,ddpm_path,440,0.05454545454545454,0.2009259259259259,0.021756737885770143,0.0029694197657988974,0.03409090909090909,0.075,0.0,0.009880643965200893,0.004629629629629629,0.0,0.0,1.0,0.0
vit_base,blur,low,raw,440,0.6090909090909091,0.4064534674811354,0.3718223082223611,0.6064513441168199,0.5636363636363636,0.6522727272727272,0.5307834190615843,0.6762270930462988,1.0,0.0,0.21487603305785125,0.21739130434782608,0.6
vit_base,blur,low,clahe,440,0.6045454545454545,0.37769929675068015,0.38074357119449953,0.5366879440566401,0.5590909090909091,0.6477840909090908,0.4495075004302489,0.6124189707757586,1.0,0.0,0.256198347107438,0.2608695652173913,0.37142857142857144
vit_base,blur,low,genai,440,0.575,0.35024896052564036,0.3333402392957291,0.5185911350745747,0.5295454545454545,0.6227272727272727,0.4356960670311066,0.5984512560316881,1.0,0.0,0.1487603305785124,0.17391304347826086,0.42857142857142855
vit_base,blur,low,cold_diff,440,0.5909090909090909,0.37996612083568604,0.3640706457279347,0.5306618661305029,0.5454545454545454,0.6341477272727272,0.4483881922503749,0.6135110144318671,1.0,0.0,0.18181818181818182,0.2608695652173913,0.45714285714285713
vit_base,blur,low,swinir_gan,440,0.5613636363636364,0.3495552646738418,0.3236264367780088,0.4690093433024852,0.5159090909090909,0.6045454545454545,0.37494255016539957,0.5425516061232571,0.9861111111111112,0.0,0.11570247933884298,0.21739130434782608,0.42857142857142855
vit_base,blur,low,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.07272727272727272,0.12960227272727268,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,blur,low,ddpm_path,440,0.5227272727272727,0.24750885478158208,0.20791208791208793,0.20006189076280356,0.475,0.5681818181818182,0.11870420916268233,0.2827942925328988,1.0,0.0,0.06611570247933884,0.0,0.17142857142857143
vit_base,blur,mid,raw,440,0.6386363636363637,0.3554894607661406,0.35324624894491147,0.5547652916073968,0.5931818181818181,0.6795454545454546,0.48155937194876397,0.6242840443244975,0.9768518518518519,0.0,0.512396694214876,0.17391304347826086,0.11428571428571428
vit_base,blur,mid,clahe,440,0.6409090909090909,0.3570434535454298,0.3260803791304837,0.5518524631983313,0.593125,0.6841477272727272,0.4762586089701195,0.6136397957512989,0.8101851851851852,0.0,0.859504132231405,0.08695652173913043,0.02857142857142857
vit_base,blur,mid,genai,440,0.5318181818181819,0.2674998241401404,0.2525500306145467,0.1985682745701477,0.4818181818181818,0.5750568181818181,0.13119388946585425,0.2670542563173512,0.9907407407407407,0.0,0.11570247933884298,0.17391304347826086,0.05714285714285714
vit_base,blur,mid,cold_diff,440,0.5113636363636364,0.2459340915269769,0.2069050803512938,0.24284331351127086,0.46136363636363636,0.5545454545454546,0.16766897530530314,0.3132590360529698,0.9953703703703703,0.0,0.03305785123966942,0.08695652173913043,0.11428571428571428
vit_base,blur,mid,swinir_gan,440,0.5795454545454546,0.28926301410491134,0.27544038758290834,0.299459638288487,0.5317613636363637,0.625,0.22340144283522217,0.3871551430044866,0.9305555555555556,0.022222222222222223,0.4214876033057851,0.043478260869565216,0.02857142857142857
vit_base,blur,mid,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.07272727272727272,0.12954545454545455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,blur,mid,ddpm_path,440,0.4954545454545455,0.20330578512396694,0.13937468982630272,0.042129706418974955,0.44545454545454544,0.5386931818181818,0.010181696349429593,0.07921187708103815,1.0,0.0,0.01652892561983471,0.0,0.0
vit_base,blur,high,raw,440,0.6068181818181818,0.3207447522467285,0.3098834892508297,0.44963208693396683,0.5613636363636364,0.6545454545454545,0.3694516799211429,0.5267466587181358,0.9351851851851852,0.0,0.49586776859504134,0.08695652173913043,0.08571428571428572
vit_base,blur,high,clahe,440,0.5954545454545455,0.32301088239823417,0.3041641987698332,0.5232818537298539,0.5522727272727272,0.6386363636363637,0.4569315261147978,0.58817283640737,0.875,0.0,0.5537190082644629,0.043478260869565216,0.14285714285714285
vit_base,blur,high,genai,440,0.5636363636363636,0.26931238794875156,0.24082601087925407,0.350889010510953,0.5181818181818182,0.6090909090909091,0.27028363683938145,0.43321154003771073,0.9212962962962963,0.0,0.39669421487603307,0.0,0.02857142857142857
vit_base,blur,high,cold_diff,440,0.5022727272727273,0.23338063488261115,0.19372871020648472,0.09546966640392252,0.45681818181818185,0.5477272727272727,0.03505847856560366,0.16326938032377078,0.9814814814814815,0.0,0.04132231404958678,0.08695652173913043,0.05714285714285714
vit_base,blur,high,swinir_gan,440,0.5295454545454545,0.24306506624688443,0.21479713505690415,0.22498792002402923,0.48409090909090907,0.5705113636363636,0.1504682263163197,0.30141526826263776,0.9305555555555556,0.0,0.256198347107438,0.0,0.02857142857142857
vit_base,blur,high,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.07727272727272727,0.1318181818181818,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,blur,high,ddpm_path,440,0.4772727272727273,0.20068673750491933,0.14464088312668755,0.014265849513313,0.4318181818181818,0.5227272727272727,-0.03832357303802718,0.07433929684809484,0.9583333333333334,0.0,0.01652892561983471,0.0,0.02857142857142857
vit_base,exposure,low,raw,440,0.7022727272727273,0.4834248755197372,0.46438354010409305,0.7400255382065011,0.6590340909090909,0.7477272727272727,0.6766800898011552,0.7973216119754537,1.0,0.0,0.5289256198347108,0.17391304347826086,0.7142857142857143
vit_base,exposure,low,clahe,440,0.6068181818181818,0.3996591550741748,0.4149967806274595,0.4885883347421809,0.5613636363636364,0.6522727272727272,0.396906892634205,0.5783869775964025,1.0,0.0,0.2231404958677686,0.2608695652173913,0.5142857142857142
vit_base,exposure,low,genai,440,0.5909090909090909,0.36181920845952464,0.36359464871257324,0.4865842334196764,0.5454545454545454,0.6363636363636364,0.40054730770810987,0.5702391419663332,1.0,0.0,0.2066115702479339,0.17391304347826086,0.42857142857142855
vit_base,exposure,low,cold_diff,440,0.6431818181818182,0.424204096298958,0.42636094194184004,0.634500991407799,0.5954545454545455,0.6863636363636364,0.5592180643968883,0.7010884668685583,1.0,0.0,0.34710743801652894,0.17391304347826086,0.6
vit_base,exposure,low,swinir_gan,440,0.55,0.3400955822102067,0.25686830280315504,0.5665640744153222,0.5022159090909092,0.5954545454545455,0.4897602583302183,0.633622908831434,0.9953703703703703,0.0,0.03305785123966942,0.043478260869565216,0.6285714285714286
vit_base,exposure,low,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.075,0.12954545454545455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,exposure,low,ddpm_path,440,0.5636363636363636,0.30867203942302757,0.2934783563816118,0.3804357402675864,0.5181818181818182,0.6090909090909091,0.28150988646734415,0.4653154229534096,1.0,0.0,0.15702479338842976,0.043478260869565216,0.34285714285714286
vit_base,exposure,mid,raw,440,0.6522727272727272,0.4551840254607053,0.4303562629503787,0.6915593358527152,0.6067613636363637,0.6977272727272728,0.6240874552786501,0.7490141034311026,1.0,0.0,0.3305785123966942,0.17391304347826086,0.7714285714285715
vit_base,exposure,mid,clahe,440,0.5795454545454546,0.36465889841383914,0.36827149693767225,0.4425007133906528,0.5317613636363637,0.625,0.3452505527453215,0.5345118745984813,1.0,0.0,0.1487603305785124,0.21739130434782608,0.45714285714285713
vit_base,exposure,mid,genai,440,0.5477272727272727,0.3000831579487706,0.28224796791076895,0.3671217831914735,0.5022727272727273,0.5909090909090909,0.2710987332911573,0.46100505064872255,1.0,0.0,0.09917355371900827,0.08695652173913043,0.3142857142857143
vit_base,exposure,mid,cold_diff,440,0.615909090909091,0.4084307787074586,0.38783108003971056,0.607840932094739,0.5681818181818182,0.6613636363636364,0.5250137589353837,0.678271884111464,1.0,0.0,0.2396694214876033,0.17391304347826086,0.6285714285714286
vit_base,exposure,mid,swinir_gan,440,0.5636363636363636,0.3510929642747825,0.2571021018782213,0.609481897858807,0.5158522727272727,0.6068181818181818,0.5410995225976486,0.6697816161466768,0.9953703703703703,0.0,0.0743801652892562,0.0,0.6857142857142857
vit_base,exposure,mid,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.075,0.1318181818181818,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,exposure,mid,ddpm_path,440,0.5318181818181819,0.27036599763872493,0.23121159925510879,0.313872255489022,0.4863068181818182,0.575,0.22253454580684554,0.405800806189162,1.0,0.0,0.06611570247933884,0.0,0.2857142857142857
vit_base,exposure,high,raw,440,0.5977272727272728,0.37454761239346224,0.3729287439613526,0.502348255157244,0.55,0.6431818181818182,0.41658715189232276,0.5836282134264654,0.9953703703703703,0.0,0.23140495867768596,0.21739130434782608,0.42857142857142855
vit_base,exposure,high,clahe,440,0.55,0.3172755030067283,0.2884387176381952,0.4110250019915105,0.5,0.5954545454545455,0.32551523105538194,0.4954150500140396,0.9907407407407407,0.0,0.10743801652892562,0.17391304347826086,0.3142857142857143
vit_base,exposure,high,genai,440,0.5318181818181819,0.2534143049162812,0.2321846558384483,0.1950796176250149,0.4863636363636364,0.5772727272727273,0.12641025411850332,0.2669500400521211,0.9907407407407407,0.0,0.1322314049586777,0.08695652173913043,0.05714285714285714
vit_base,exposure,high,cold_diff,440,0.6022727272727273,0.38001345090277894,0.36007191545743333,0.542742749554822,0.5568181818181818,0.65,0.4530665125354575,0.6197919735633992,0.9953703703703703,0.0,0.23140495867768596,0.13043478260869565,0.5428571428571428
vit_base,exposure,high,swinir_gan,440,0.5977272727272728,0.3544258603349512,0.31427733844259764,0.5636337186531337,0.55,0.6431818181818182,0.4788851182186437,0.6318726858456177,0.9768518518518519,0.0,0.2809917355371901,0.0,0.5142857142857142
vit_base,exposure,high,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.0772159090909091,0.1318181818181818,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,exposure,high,ddpm_path,440,0.55,0.2754663518299882,0.24304635761589405,0.33277894633860006,0.5022159090909092,0.5931818181818181,0.24307111375719567,0.4172940633261872,1.0,0.0,0.1487603305785124,0.0,0.22857142857142856
vit_base,noise,low,raw,440,0.7045454545454546,0.4669308557055592,0.45462264081277315,0.7427908478752288,0.6590909090909091,0.7454545454545455,0.6771648354501579,0.7971099812335929,1.0,0.0,0.5619834710743802,0.08695652173913043,0.6857142857142857
vit_base,noise,low,clahe,440,0.6977272727272728,0.48229999030394294,0.46608034797908215,0.7505480866266863,0.6522727272727272,0.7363636363636363,0.694308031161834,0.7978636482495499,0.9861111111111112,0.0,0.5371900826446281,0.17391304347826086,0.7142857142857143
vit_base,noise,low,genai,440,0.6068181818181818,0.38259226939068836,0.37498582377801176,0.5403245883371073,0.5590909090909091,0.6477272727272727,0.45202465194421154,0.6138381458668153,1.0,0.0,0.2396694214876033,0.13043478260869565,0.5428571428571428
vit_base,noise,low,cold_diff,440,0.615909090909091,0.3765722536868782,0.3488555609762859,0.5656003181998978,0.5681818181818182,0.6568181818181819,0.4867088219950616,0.6350345865731807,0.9907407407407407,0.0,0.30578512396694213,0.043478260869565216,0.5428571428571428
vit_base,noise,low,swinir_gan,440,0.6022727272727273,0.3898905771435416,0.363085193777187,0.5604383956584413,0.5522727272727272,0.6432386363636363,0.4753886599488853,0.6369900521586596,0.9583333333333334,0.0,0.2892561983471074,0.13043478260869565,0.5714285714285714
vit_base,noise,low,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.075,0.1318181818181818,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,noise,low,ddpm_path,440,0.5659090909090909,0.311404958677686,0.29016643205529785,0.38944393985265924,0.5159090909090909,0.6090909090909091,0.2892283302000394,0.48547875652395245,1.0,0.0,0.15702479338842976,0.0,0.4
vit_base,noise,mid,raw,440,0.6795454545454546,0.4430961126415672,0.4256655102595207,0.7206614814633069,0.6363636363636364,0.7227272727272728,0.6555867703808781,0.7754783886232733,0.9398148148148148,0.08888888888888889,0.5867768595041323,0.0,0.6
vit_base,noise,mid,clahe,440,0.6318181818181818,0.4266717333318124,0.377459697151328,0.5659202490719675,0.5863636363636363,0.6772727272727272,0.48237982735997825,0.643300252786074,0.7453703703703703,0.0,0.8016528925619835,0.043478260869565216,0.5428571428571428
vit_base,noise,mid,genai,440,0.5681818181818182,0.3423089163800626,0.3236611892568713,0.4640160453043888,0.5226704545454546,0.6090909090909091,0.3748401140343867,0.5471893446714272,1.0,0.0,0.12396694214876033,0.13043478260869565,0.45714285714285713
vit_base,noise,mid,cold_diff,440,0.38181818181818183,0.327431894704622,0.24930608357718329,0.19866650203728853,0.33857954545454544,0.4250568181818181,0.14514547856445353,0.257206390204899,0.4074074074074074,0.0,0.4297520661157025,0.0,0.8
vit_base,noise,mid,swinir_gan,440,0.6522727272727272,0.44312785296975016,0.39427752864416504,0.5909365558912387,0.6090909090909091,0.6931818181818182,0.5007483326125653,0.6625674633090762,0.7870370370370371,0.0,0.7851239669421488,0.043478260869565216,0.6
vit_base,noise,mid,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.075,0.12727272727272726,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,noise,mid,ddpm_path,440,0.5340909090909091,0.27201889020070835,0.2361969439728353,0.29010789553292327,0.4863636363636364,0.5772727272727273,0.19757645633292042,0.3795376607058235,1.0,0.0,0.0743801652892562,0.0,0.2857142857142857
vit_base,noise,high,raw,440,0.5545454545454546,0.37417027417027415,0.34179049657899524,0.5522565320665083,0.5113068181818182,0.6,0.483011735013042,0.6199716421382825,0.7222222222222222,0.08888888888888889,0.5454545454545454,0.0,0.5142857142857142
vit_base,noise,high,clahe,440,0.2636363636363636,0.27528029209847393,0.1745003582039247,0.17285269092055044,0.22494318181818182,0.30454545454545456,0.11539747204265033,0.2289438654839197,0.10648148148148148,0.022222222222222223,0.5619834710743802,0.0,0.6857142857142857
vit_base,noise,high,genai,440,0.5295454545454545,0.27575586468867097,0.23628246753246757,0.31913971243467154,0.4863068181818182,0.575,0.22970790527163026,0.4097622328374559,1.0,0.0,0.049586776859504134,0.043478260869565216,0.2857142857142857
vit_base,noise,high,cold_diff,440,0.08636363636363636,0.21796417021713466,0.05832334407335758,0.0007671653241275722,0.06136363636363636,0.11363636363636363,-0.007897609286863444,0.009251986864246288,0.0,0.0,0.01652892561983471,0.13043478260869565,0.9428571428571428
vit_base,noise,high,swinir_gan,440,0.5045454545454545,0.3548659757750667,0.30113329720831894,0.4444444444444444,0.4590909090909091,0.5477840909090909,0.3679763661745275,0.5121968695135909,0.49074074074074076,0.0,0.8264462809917356,0.0,0.45714285714285713
vit_base,noise,high,ddpm,440,0.10227272727272728,0.2,0.03711340206185567,0.0,0.075,0.12954545454545455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vit_base,noise,high,ddpm_path,440,0.55,0.29855503082775814,0.2668484114827808,0.3838742393509128,0.5045454545454545,0.5931818181818181,0.29623218172743776,0.4672263761791038,0.9305555555555556,0.0,0.24793388429752067,0.0,0.3142857142857143
