model,degradation,level,variant,n,accuracy,balanced_acc,f1_macro,kappa_qw,acc_ci_lo,acc_ci_hi,kappa_ci_lo,kappa_ci_hi,recall_c0,recall_c1,recall_c2,recall_c3,recall_c4
resnet50,blur,mid,cold_diff,440,0.5454545454545454,0.2739884065575765,0.25190491214709243,0.30147513034024354,0.49772727272727274,0.5886363636363636,0.22171261509900073,0.382328253406594,0.9814814814814815,0.0,0.17355371900826447,0.043478260869565216,0.17142857142857143
resnet50,blur,mid,swinir_gan,440,0.55,0.2853434780707508,0.25662140671461015,0.4083729043511968,0.5,0.5954545454545455,0.3260857249763113,0.4968096031297772,0.9629629629629629,0.0,0.2066115702479339,0.0,0.2571428571428571
resnet50,blur,mid,ddpm,440,0.11363636363636363,0.19991079627443264,0.0960234873162874,-0.003562876000233528,0.08863636363636364,0.1431818181818182,-0.04564867658376222,0.042236060300709366,0.0,0.2222222222222222,0.1487603305785124,0.0,0.6285714285714286
resnet50,blur,mid,ddpm_path,440,0.5113636363636364,0.23518299881936242,0.18538676236044657,0.2061057184529499,0.4636363636363636,0.5568181818181818,0.13353996555135403,0.2848907543587614,1.0,0.0,0.03305785123966942,0.0,0.14285714285714285
resnet50,blur,high,raw,440,0.5272727272727272,0.2548760330578512,0.21585733995259604,0.23874467653619957,0.4818181818181818,0.5704545454545454,0.15677669520088258,0.32060113996987505,1.0,0.0,0.0743801652892562,0.0,0.2
resnet50,blur,high,clahe,440,0.46136363636363636,0.26808539944903587,0.21881368162794054,0.2510337589011844,0.41818181818181815,0.5045454545454545,0.16368792509819888,0.34153358826681657,0.7916666666666666,0.0,0.1487603305785124,0.0,0.4
resnet50,blur,high,genai,440,0.5113636363636364,0.23590996545541998,0.19289413118527043,0.17171291664472654,0.4659090909090909,0.5545454545454546,0.09171336275944272,0.25411214760831147,0.9953703703703703,0.0,0.04132231404958678,0.0,0.14285714285714285
resnet50,blur,high,cold_diff,440,0.4659090909090909,0.21666448030084395,0.16695791808010466,0.09099417522765063,0.42045454545454547,0.5113636363636364,0.0020292382129351253,0.17829178653907765,0.9074074074074074,0.0,0.03305785123966942,0.0,0.14285714285714285
resnet50,blur,high,swinir_gan,440,0.5022727272727273,0.2544516594516595,0.21616483273954032,0.2002523903182163,0.45454545454545453,0.5477272727272727,0.11177483909192173,0.2884958989299429,0.9305555555555556,0.022222222222222223,0.09090909090909091,0.0,0.22857142857142856
resnet50,blur,high,ddpm,440,0.11136363636363636,0.21704315886134068,0.08676110106489854,0.05193090808370726,0.08181818181818182,0.1409090909090909,0.008644166780258635,0.09502639313930736,0.0,0.17777777777777778,0.10743801652892562,0.0,0.8
