degradation,level,id_code,raw_psnr,raw_ssim,clahe_psnr,clahe_ssim,genai_psnr,genai_ssim,cold_diff_psnr,cold_diff_ssim,swinir_gan_psnr,swinir_gan_ssim,ddpm_psnr,ddpm_ssim,ddpm_path_psnr,ddpm_path_ssim
exposure,mid,bcd503c726ba,13.485491438014295,0.6029074,16.112413738832146,0.61227936,13.440772618210817,0.58426523,22.393047438464258,0.8123198,21.888406374997793,0.7192566,8.409584073775797,0.022383502,13.622994102659058,0.5537989
exposure,mid,96ea316ed0ab,17.04067034691476,0.79042965,20.18037522276813,0.41644335,16.993974395157437,0.7849989,25.744906660931775,0.9018093,22.197512278075948,0.8237589,6.923146992187659,0.011310232,17.401240269296117,0.7852034
exposure,mid,b3819a805dca,11.824106743578485,0.6076734,14.72947189973469,0.769625,11.86715593696556,0.59455955,21.125053109031743,0.88705605,15.011066757144151,0.5583198,10.470281841790111,0.030848106,11.80777324298868,0.56158644
exposure,mid,a4359815f152,17.705864284401077,0.6133763,23.367390348013046,0.86103374,17.574770942785168,0.5787172,26.141803908681105,0.87605524,18.078733991909296,0.6198845,8.661091546612203,0.021697467,17.841153112294545,0.5651592
exposure,mid,7525ebb3434d,16.03333430717623,0.6582062,18.5856920418098,0.644568,16.07424060108967,0.6607203,25.140305860749834,0.8525917,19.997490112920413,0.6971469,7.992627937084077,0.019514255,16.312460871667096,0.6236019
exposure,mid,4246ed634f25,10.650685883886041,0.6716521,12.275927913231685,0.5490775,10.654529058363835,0.6313419,20.252189489551267,0.8320051,12.038178314772177,0.6177346,8.017941951286682,0.021859668,10.784228501939882,0.6553502
exposure,mid,e3ab63dc9a60,12.461168014742867,0.6156776,14.590390470688956,0.70164084,12.47235904357083,0.6317391,21.37880330510692,0.85833687,26.552741404400145,0.83668524,8.821011451436409,0.024794096,12.689848192857255,0.60679376
exposure,mid,d6f6bdfd8011,12.659965943658806,0.6216066,15.031999613093475,0.6698089,12.692089107706286,0.62102056,21.539759009013988,0.8353974,25.55149956134678,0.8130589,9.15074334460014,0.025185103,12.758856807558182,0.60755366
exposure,mid,883c6a184f16,13.516573415099549,0.6289906,15.823149754911176,0.5843106,13.524448348969235,0.6507234,22.738698004498374,0.81996727,28.06502715297658,0.8043129,8.294139803459977,0.019921582,13.673420470603865,0.6138043
exposure,mid,3f6bccf21ce8,11.485383125066825,0.6223192,13.568654080024547,0.5571311,11.435491266851903,0.61580515,20.847329059570466,0.80145425,15.341880350463683,0.6136446,7.907705840933095,0.021453386,11.454576320125385,0.58677053
exposure,mid,803120c5d287,13.932103395658366,0.6463111,16.791929602645705,0.69466925,14.027409105459691,0.64338833,22.56627726815745,0.87264305,14.392135614608037,0.600373,9.709609348166076,0.02750696,14.254990684689924,0.6533175
exposure,mid,d18e5b68f6d2,14.019638375651287,0.6228791,17.330859322479576,0.8179286,14.041346770989083,0.61669415,23.14196569285535,0.9040632,19.849120405624692,0.6621414,9.819204168087133,0.028208328,14.058687902122822,0.57221556
exposure,mid,bc73ce76ec43,13.014991729970074,0.6324949,15.305588823668996,0.5554541,13.001171522575962,0.65116805,22.155306698408943,0.8081539,27.307289516123014,0.77133685,8.148242695215547,0.019452756,13.072461932253638,0.6186211
